400
0	FirstST	b
1	FirstST	b
2	FirstST	b
3	FirstST	b
4	FirstST	c
5	FirstST	b
6	FirstST	b
7	FirstST	b
8	FirstST	c
9	FirstST	c
10	FirstST	b
11	FirstST	b
12	FirstST	b
13	FirstST	b
14	FirstST	b
15	FirstST	b
16	FirstST	b
17	FirstST	b
18	FirstST	b
19	FirstST	b
20	FirstST	b
21	FirstST	b
22	FirstST	b
23	FirstST	b
24	FirstST	b
25	FirstST	b
26	FirstST	c
27	FirstST	c
28	FirstST	b
29	FirstST	c
30	FirstST	b
31	FirstST	c
32	FirstST	b
33	FirstST	a
34	FirstST	b
35	FirstST	c
36	FirstST	b
37	FirstST	c
38	FirstST	b
39	FirstST	c
40	SecondST	b
41	SecondST	a
42	SecondST	a
43	SecondST	b
44	SecondST	b
45	SecondST	a
46	SecondST	b
47	FirstST	c
48	FirstST	b
49	SecondST	a
50	SecondST	a
51	SecondST	b
52	SecondST	a
53	SecondST	b
54	SecondST	a
55	SecondST	a
56	SecondST	a
57	SecondST	a
58	SecondST	b
59	SecondST	a
60	SecondST	c
61	SecondST	c
62	SecondST	c
63	SecondST	b
64	SecondST	b
65	SecondST	a
66	SecondST	b
67	SecondST	a
68	SecondST	a
69	SecondST	a
70	SecondST	b
71	SecondST	b
72	FirstST	b
73	FirstST	b
74	FirstST	b
75	FirstST	b
76	FirstST	b
77	FirstST	c
78	FirstST	b
79	FirstST	b
80	FirstST	b
81	FirstST	b
82	FirstST	b
83	FirstST	b
84	FirstST	c
85	FirstST	b
86	FirstST	b
87	FirstST	b
88	FirstST	b
89	FirstST	c
90	FirstST	c
91	FirstST	b
92	FirstST	c
93	FirstST	b
94	FirstST	c
95	FirstST	b
96	FirstST	b
97	FirstST	c
98	FirstST	c
99	FirstST	c
100	FirstST	b
101	FirstST	b
102	FirstST	c
103	FirstST	b
104	FirstST	b
105	FirstST	c
106	FirstST	b
107	FirstST	b
108	FirstST	b
109	FirstST	c
110	FirstST	b
111	FirstST	b
112	FirstST	b
113	FirstST	b
114	FirstST	b
115	FirstST	b
116	FirstST	b
117	FirstST	c
118	FirstST	b
119	FirstST	b
120	FirstST	b
121	FirstST	b
122	FirstST	b
123	FirstST	b
124	FirstST	b
125	FirstST	b
126	FirstST	b
127	FirstST	b
128	FirstST	c
129	FirstST	b
130	FirstST	c
131	SecondST	a
132	SecondST	a
133	SecondST	a
134	SecondST	a
135	SecondST	a
136	SecondST	a
137	SecondST	a
138	SecondST	a
139	SecondST	c
140	SecondST	a
141	SecondST	c
142	SecondST	a
143	SecondST	a
144	SecondST	b
145	SecondST	a
146	SecondST	a
147	SecondST	a
148	SecondST	b
149	SecondST	a
150	SecondST	c
151	SecondST	b
152	SecondST	b
153	SecondST	b
154	SecondST	c
155	SecondST	a
156	SecondST	a
157	SecondST	a
158	SecondST	c
159	SecondST	a
160	SecondST	b
161	SecondST	a
162	SecondST	a
163	SecondST	b
164	SecondST	a
165	SecondST	b
166	SecondST	a
167	SecondST	c
168	SecondST	a
169	SecondST	a
170	SecondST	b
171	SecondST	c
172	SecondST	a
173	SecondST	a
174	SecondST	a
175	SecondST	a
176	SecondST	a
177	FirstST	b
178	FirstST	b
179	FirstST	c
180	FirstST	b
181	FirstST	b
182	FirstST	c
183	FirstST	c
184	FirstST	b
185	FirstST	b
186	FirstST	b
187	FirstST	c
188	FirstST	c
189	FirstST	b
190	FirstST	b
191	FirstST	b
192	FirstST	b
193	FirstST	c
194	FirstST	c
195	FirstST	b
196	FirstST	b
197	FirstST	c
198	FirstST	b
199	FirstST	b
200	FirstST	b
201	FirstST	b
202	FirstST	b
203	FirstST	b
204	FirstST	b
205	FirstST	b
206	FirstST	b
207	FirstST	b
208	FirstST	b
209	FirstST	b
210	FirstST	c
211	FirstST	b
212	FirstST	b
213	FirstST	b
214	FirstST	b
215	FirstST	c
216	FirstST	b
217	FirstST	b
218	FirstST	b
219	FirstST	b
220	FirstST	c
221	FirstST	b
222	FirstST	c
223	FirstST	b
224	FirstST	b
225	FirstST	c
226	FirstST	c
227	FirstST	c
228	FirstST	b
229	FirstST	b
230	FirstST	b
231	FirstST	b
232	SecondST	a
233	SecondST	a
234	SecondST	b
235	SecondST	b
236	SecondST	b
237	SecondST	a
238	SecondST	a
239	SecondST	a
240	SecondST	a
241	SecondST	c
242	SecondST	a
243	SecondST	a
244	SecondST	a
245	SecondST	a
246	SecondST	a
247	SecondST	a
248	SecondST	a
249	SecondST	b
250	SecondST	b
251	SecondST	a
252	SecondST	a
253	SecondST	b
254	SecondST	a
255	SecondST	c
256	SecondST	a
257	SecondST	c
258	SecondST	a
259	SecondST	a
260	SecondST	b
261	SecondST	c
262	SecondST	a
263	SecondST	c
264	SecondST	b
265	SecondST	a
266	SecondST	c
267	SecondST	b
268	SecondST	a
269	SecondST	a
270	SecondST	a
271	SecondST	b
272	SecondST	b
273	SecondST	a
274	SecondST	a
275	SecondST	b
276	SecondST	a
277	SecondST	c
278	SecondST	c
279	SecondST	a
280	SecondST	b
281	SecondST	c
282	SecondST	a
283	SecondST	b
284	SecondST	b
285	FirstST	b
286	FirstST	b
287	FirstST	c
288	FirstST	b
289	FirstST	c
290	FirstST	b
291	FirstST	b
292	FirstST	b
293	FirstST	c
294	FirstST	b
295	FirstST	c
296	FirstST	c
297	FirstST	b
298	FirstST	b
299	FirstST	c
300	FirstST	b
301	FirstST	b
302	FirstST	b
303	SecondST	a
304	SecondST	b
305	SecondST	a
306	SecondST	a
307	SecondST	a
308	SecondST	c
309	FirstST	c
310	FirstST	b
311	FirstST	b
312	FirstST	b
313	FirstST	c
314	FirstST	b
315	FirstST	b
316	FirstST	b
317	FirstST	c
318	FirstST	b
319	SecondST	c
320	SecondST	a
321	FirstST	b
322	SecondST	c
323	SecondST	a
324	SecondST	b
325	SecondST	c
326	SecondST	a
327	SecondST	a
328	SecondST	a
329	SecondST	b
330	SecondST	a
331	SecondST	c
332	SecondST	a
333	SecondST	a
334	SecondST	b
335	SecondST	a
336	SecondST	a
337	SecondST	a
338	FirstST	b
339	FirstST	b
340	FirstST	b
341	FirstST	c
342	FirstST	c
343	FirstST	c
344	FirstST	b
345	FirstST	c
346	FirstST	b
347	FirstST	c
348	FirstST	b
349	FirstST	b
350	FirstST	b
351	FirstST	b
352	FirstST	b
353	FirstST	b
354	FirstST	c
355	FirstST	b
356	FirstST	b
357	FirstST	b
358	SecondST	a
359	SecondST	c
360	SecondST	a
361	SecondST	b
362	FirstST	b
363	FirstST	c
364	FirstST	a
365	FirstST	b
366	FirstST	b
367	FirstST	b
368	FirstST	c
369	FirstST	b
370	FirstST	b
371	FirstST	b
372	FirstST	b
373	FirstST	c
374	FirstST	c
375	SecondST	a
376	SecondST	a
377	SecondST	a
378	SecondST	a
379	SecondST	a
380	SecondST	b
381	SecondST	a
382	SecondST	a
383	SecondST	a
384	SecondST	a
385	SecondST	a
386	SecondST	b
387	SecondST	c
388	SecondST	a
389	SecondST	b
390	SecondST	a
391	SecondST	c
392	SecondST	b
393	SecondST	c
394	SecondST	a
395	SecondST	a
396	SecondST	a
397	SecondST	a
398	SecondST	a
399	SecondST	a
